target_url,target_url_domain,target_url_agency_owner,target_url_bureau_owner,viewport_meta_tag,scan_date
nws-vpn.irc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T00:59:52.146Z
origin-archive-afsc.fisheries.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:05:31.071Z
origin-east-www-nhc.woc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:07:39.435Z
pico.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:13:20.920Z
seamlessrnc.nauticalcharts.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:29:32.002Z
satable.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:31:47.448Z
tgftp.nws.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:52:36.289Z
madis-data.cprk.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:59:50.006Z
shoreline.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:00:09.993Z
ssd.wrh.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:00:06.726Z
ngdc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:00:59.310Z
stateoftheocean.osmc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:01:56.491Z
coralreefwatch.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:45:52.307Z
rucsoundings.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T03:38:55.529Z
hoovernam.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T03:43:14.708Z
apps-afsc.fisheries.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:44:35.406Z
archive.fisheries.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:45:52.568Z
campcreek.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:46:18.172Z
dbps.aoml.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:46:47.112Z
data1.gfdl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:48:21.563Z
chestnut.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:50:53.773Z
grantsonlinetest.rdc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:51:17.540Z
fim.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:51:42.688Z
gis.charttools.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:52:04.193Z
fxc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:53:34.165Z
cnrfc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:17:39.573Z
ftp.nhc.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:17:22.187Z
data.ngdc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:12:51.262Z
otp.nwave.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:15:43.829Z
madisqa.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:02:48.679Z
seafoodinspection.nmfs.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:08:16.844Z
dcs3.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:51:06.388Z
merrittnam.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T00:26:39.976Z
m.cameochemicals.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T00:27:30.433Z
nomads.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T00:43:29.432Z
origin-east-www-ssd.woc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:04:40.683Z
origin-west-www-wpc.woc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:10:25.787Z
pidvms.irc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:14:35.231Z
pss.swpc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:23:43.331Z
restorationdata.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:26:03.589Z
sift.pmel.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:40:07.373Z
tgftp.op.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:56:05.613Z
wdssii.nssl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:58:50.236Z
madis.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:00:45.787Z
services.dat.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:02:51.116Z
wiki.rdhpcs.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:13:27.002Z
sis.nws.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:14:12.075Z
grantsonlinetraining.rdc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:29:28.015Z
obs3.nws.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:38:47.020Z
shoreline.chs.coast.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:39:00.959Z
cwcgom.aoml.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:49:06.320Z
idahonam.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T03:42:42.204Z
apps.dat.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:44:27.975Z
bpm-dev2.csp.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:44:42.280Z
core.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:46:47.766Z
ftp.emc.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:47:32.607Z
dcs1.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:47:59.364Z
data.nssl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:50:03.152Z
fxcave-proxy.gsd.esrl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:50:59.127Z
government-shutdown.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:51:12.276Z
hiwpp.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:52:52.045Z
fisheriespermits.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:53:11.123Z
rapidrefresh.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:07:46.097Z
ftp.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:13:46.535Z
slosh.nws.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:37:13.565Z
dcs4.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:52:53.291Z
mobile.tidesandcurrents.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:15:13.217Z
madis-research.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:19:16.335Z
seahorse3.nhc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:28:14.714Z
madis-bldr.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:29:09.640Z
osm.woc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:29:21.227Z
list.woc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:30:48.171Z
ncc.nesdis.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:43:08.371Z
stormscdn.ngs.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:43:07.277Z
satepsanone.espc.nesdis.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:00:44.455Z
passwords.gfdl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:02:00.200Z
polar.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:05:07.441Z
manati.star.nesdis.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T00:28:37.158Z
lb.nohrsc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T00:29:50.039Z
data.nodc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:14:29.439Z
repository.library.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:27:34.295Z
satepsanone.nesdis.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:34:59.890Z
shoreline.qa.coast.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:36:01.121Z
sftp.afsc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:36:51.167Z
seb.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:39:04.324Z
star.nesdis.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T01:52:12.677Z
origin-west-www-nhc.woc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:02:33.081Z
vpngw01.gfdl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:08:32.383Z
opendap.co-ops.nos.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:11:02.664Z
pirvpn.fpir.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:11:40.599Z
www.ngdc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:12:48.893Z
hads-cprk.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:28:42.639Z
hads.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:31:24.387Z
hadsqa.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T02:34:48.252Z
cafe.orr.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:43:48.022Z
cameo.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:44:06.339Z
cameochemicals.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:44:34.015Z
charts.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:45:21.552Z
dcs2.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:47:25.086Z
coral.aoml.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:48:06.733Z
graphical.mdl.nws.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:48:31.470Z
elkmont.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:50:22.352Z
montereybay.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T05:59:31.476Z
mmhsrp.nmfs.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T06:58:11.887Z
storms.ngs.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:00:06.365Z
oculus.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:02:01.959Z
servicedesk.gfdl.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:04:32.942Z
chessnam.atdd.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:14:30.303Z
vos.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:14:39.380Z
imagery1.chs.coast.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:16:52.634Z
coastalsmartgrowth.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:26:57.971Z
imagery.chs.coast.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:45:50.396Z
madis-data.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:46:03.355Z
cfs.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:47:12.607Z
mapservice.nohrsc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T07:48:47.915Z
photos.orr.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:04:59.843Z
pier.seagrant.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE,2024-02-10T08:06:20.858Z
dmf.ntis.gov,ntis.gov,Department of Commerce,National Technical Information Service,FALSE,2024-02-10T06:09:17.224Z
dmfcert.ntis.gov,ntis.gov,Department of Commerce,National Technical Information Service,FALSE,2024-02-10T03:00:29.935Z
www.ntis.gov,ntis.gov,Department of Commerce,National Technical Information Service,FALSE,2024-02-10T06:08:16.648Z
srs.ntis.gov,ntis.gov,Department of Commerce,National Technical Information Service,FALSE,2024-02-10T06:21:02.330Z
tasefiling.gov,tasefiling.gov,Department of Commerce,International Trade Administration,FALSE,2024-02-10T06:38:53.855Z
nist.time.gov,time.gov,Department of Commerce,National Institute of Standards and Technology,FALSE,2024-02-10T08:54:24.629Z
www.time.gov,time.gov,Department of Commerce,National Institute of Standards and Technology,FALSE,2024-02-10T06:43:30.237Z
time.gov,time.gov,Department of Commerce,National Institute of Standards and Technology,FALSE,2024-02-10T06:40:45.979Z
accesstest.trade.gov,trade.gov,Department of Commerce,International Trade Administration,FALSE,2024-02-10T06:42:27.280Z
legacy.trade.gov,trade.gov,Department of Commerce,International Trade Administration,FALSE,2024-02-10T06:43:00.806Z
ngn.trade.gov,trade.gov,Department of Commerce,International Trade Administration,FALSE,2024-02-10T09:00:47.966Z
tmidm.uspto.gov,uspto.gov,Department of Commerce,USPTO,FALSE,2024-02-10T02:04:43.867Z
teamportal.uspto.gov,uspto.gov,Department of Commerce,USPTO,FALSE,2024-02-10T02:05:24.786Z
ttabvue.uspto.gov,uspto.gov,Department of Commerce,USPTO,FALSE,2024-02-10T02:06:01.454Z
rdms-tmep-vip.uspto.gov,uspto.gov,Department of Commerce,USPTO,FALSE,2024-02-10T02:06:58.656Z
